#Indiener;Partij Indiener;Medeindiener;Partij Medeindiener;datum motie;URL naar motie
"D.J.G. Graus";"PVV";"H.J. Ormel";"CDA";"2008.02.04";"http://polidocs.nl/XML/MOT/6287592.xml"
"M.M. Versnel-Schmitz";"D66";"J.D. Gabor";"CDA";"1998.03.30";"http://polidocs.nl/XML/MOT/1840306.xml"
"M.M. Versnel-Schmitz";"D66";"P.J.L. Verbugt";"VVD";"1998.03.30";"http://polidocs.nl/XML/MOT/1840306.xml"
"P. d. Krom";"VVD";"G.P.J. Koopmans";"CDA";"2004.11.29";"http://polidocs.nl/XML/MOT/2053061.xml"
"P. d. Krom";"VVD";"D.M. Samsom";"PvdA";"2004.11.29";"http://polidocs.nl/XML/MOT/2053061.xml"
"P. d. Krom";"VVD";"J.C. Huizinga-Heringa";"CU";"2004.11.29";"http://polidocs.nl/XML/MOT/2053061.xml"
"P. d. Krom";"VVD";"C.G. v.d. Staaij";"SGP";"2004.11.29";"http://polidocs.nl/XML/MOT/2053061.xml"
"M. Kraneveldt";"LPF";"E.D.C.M. Lambrechts";"D66";"2006.04.11";"http://polidocs.nl/XML/MOT/5742404.xml"
"M.B.M.J. v. Vlijmen";"CDA";"H. Tegelaar-Boonacker";"CDA";"1990.12.20";"http://polidocs.nl/XML/MOT/1892030.xml"
"J. Reitsma";"CDA";"J.G.C.A. Marijnissen";"SP";"1998.11.25";"http://polidocs.nl/XML/MOT/1824523.xml"
"J. Reitsma";"CDA";"C.C.M. Vendrik";"GL";"1998.11.25";"http://polidocs.nl/XML/MOT/1824523.xml"
"Ch. Mertens";"D66";"E.K. Wessel-Tuinstra";"D66";"1979.11.21";"http://polidocs.nl/XML/MOT/1977377.xml"
"D.J. Stellingwerf";"CU";"J.T. v.d. Berg";"SGP";"2002.03.28";"http://polidocs.nl/XML/MOT/2016562.xml"
"U. Santi";"PvdA";"T.H.J. Stroeken";"CDA";"2002.04.09";"http://polidocs.nl/XML/MOT/2017178.xml"
"E.C.M. Jurgens";"PvdA";"S.R. Pormes";"GL";"2003.02.04";"http://polidocs.nl/XML/MOT/2029083.xml"
"E.C.M. Jurgens";"PvdA";"J.P. d. Vries";"CU";"2003.02.04";"http://polidocs.nl/XML/MOT/2029083.xml"
"E.C.M. Jurgens";"PvdA";"J.C. Terlouw";"D66";"2003.02.04";"http://polidocs.nl/XML/MOT/2029083.xml"
"E.C.M. Jurgens";"PvdA";"F. l. Poole";"PvdA";"2003.02.04";"http://polidocs.nl/XML/MOT/2029083.xml"
"E.C.M. Jurgens";"PvdA";"W.J. Witteveen";"PvdA";"2003.02.04";"http://polidocs.nl/XML/MOT/2029083.xml"
"M.J.C. Worrell";"PvdA";"G. Mik";"D66";"1983.06.20";"http://polidocs.nl/XML/MOT/1986570.xml"
"M.J.C. Worrell";"PvdA";"W.A. d. Pree";"PvdA";"1983.06.20";"http://polidocs.nl/XML/MOT/1986570.xml"
"L.C. v. Dijke";"CU";"H. d. Haan";"CDA";"2001.06.28";"http://polidocs.nl/XML/MOT/1802579.xml"
"S.J.M. Dijkman";"CDA";"L.M. d. Beer";"VVD";"1978.10.04";"http://polidocs.nl/XML/MOT/1986880.xml"
"L. Sipkes";"GL";"M.M. v.d. Burg";"PvdA";"1998.04.01";"http://polidocs.nl/XML/MOT/1831956.xml"
"L. Sipkes";"GL";"S. v. Vliet";"D66";"1998.04.01";"http://polidocs.nl/XML/MOT/1831956.xml"
"L. Sipkes";"GL";"C. Bremmer";"CDA";"1998.04.01";"http://polidocs.nl/XML/MOT/1831956.xml"
"L. Sipkes";"GL";"B.J. v.d. Vlies";"SGP";"1998.04.01";"http://polidocs.nl/XML/MOT/1831956.xml"
"A. Nuis";"D66";"M. Beinema";"CDA";"1987.11.30";"http://polidocs.nl/XML/MOT/1900670.xml"
"A. Nuis";"D66";"G.A.Q. Niessen";"PvdA";"1987.11.30";"http://polidocs.nl/XML/MOT/1900670.xml"
"A. Nuis";"D66";"H.F. Dijkstal";"VVD";"1987.11.30";"http://polidocs.nl/XML/MOT/1900670.xml"
"A. Nuis";"D66";"P.A. Lankhorst";"PPR";"1987.11.30";"http://polidocs.nl/XML/MOT/1900670.xml"
"J. v. Nieuwenhoven";"PvdA";"J.G.C. Wiebenga";"VVD";"1987.01.26";"http://polidocs.nl/XML/MOT/1911619.xml"
"J. v. Nieuwenhoven";"PvdA";"J. Kohnstamm";"D66";"1987.01.26";"http://polidocs.nl/XML/MOT/1911619.xml"
"J. v. Nieuwenhoven";"PvdA";"J.T. v.d. Berg";"SGP";"1987.01.26";"http://polidocs.nl/XML/MOT/1911619.xml"
"C.C.M. Vendrik";"GL";"E. Irrgang";"SP";"2005.11.30";"http://polidocs.nl/XML/MOT/5637037.xml"
"K. v. Velzen";"SP";"S.M.J.G. Gesthuizen";"SP";"2008.01.16";"http://polidocs.nl/XML/MOT/6246026.xml"
"C.C.M. Vendrik";"GL";"W. v.d. Brink";"LPF";"2003.02.20";"http://polidocs.nl/XML/MOT/2028549.xml"
"M. v.d. Doel";"VVD";"G. Roethof";"D66";"1995.04.25";"http://polidocs.nl/XML/MOT/1859855.xml"
"M. v.d. Doel";"VVD";"M. Houda";"PvdA";"1995.04.25";"http://polidocs.nl/XML/MOT/1859855.xml"
"J. v. Walsem";"D66";"D.J. Stellingwerf";"RPF";"2000.05.24";"http://polidocs.nl/XML/MOT/1812574.xml"
"E.P. Woltjer";"PvdA";"B.R.A. v.d. Bos";"D66";"1995.10.25";"http://polidocs.nl/XML/MOT/1861663.xml"
"M.B.C. Beckers-d. Bruijn";"PPR";"R.E.F.M. Nijhof";"DS70";"1978.09.25";"http://polidocs.nl/XML/MOT/1994919.xml"
"M.B.C. Beckers-d. Bruijn";"PPR";"E.H.T.M. Nijpels";"VVD";"1978.09.25";"http://polidocs.nl/XML/MOT/1994919.xml"
"M.B.C. Beckers-d. Bruijn";"PPR";"J.H. Vrijlandt-Krijnen";"VVD";"1978.09.25";"http://polidocs.nl/XML/MOT/1994919.xml"
"M.B.C. Beckers-d. Bruijn";"PPR";"A.G. v.d. Spek";"PSP";"1978.09.25";"http://polidocs.nl/XML/MOT/1994919.xml"
"M.B.C. Beckers-d. Bruijn";"PPR";"R.M. Haas-Berger";"PvdA";"1978.09.25";"http://polidocs.nl/XML/MOT/1994919.xml"
"M.J. d. Visser";"PvdA";"B.M.J. Hennekam";"CDA";"1981.12.16";"http://polidocs.nl/XML/MOT/1958232.xml"
"M.J. d. Visser";"PvdA";"J.Th.M. Veldhuizen";"D66";"1981.12.16";"http://polidocs.nl/XML/MOT/1958232.xml"
"M.J. d. Visser";"PvdA";"L.M.L.H.A. Hermans";"VVD";"1981.12.16";"http://polidocs.nl/XML/MOT/1958232.xml"
"M.J. d. Visser";"PvdA";"G.J. Schutte";"GPV";"1981.12.16";"http://polidocs.nl/XML/MOT/1958232.xml"
"A.G. Koenders";"PvdA";"F. Karimi";"GL";"2006.03.16";"http://polidocs.nl/XML/MOT/5722205.xml"
"J.G. d. Hoop Scheffer";"CDA";"J.P. v. Iersel";"CDA";"1988.02.25";"http://polidocs.nl/XML/MOT/1898355.xml"
"H.J. v.d. Steenhoven";"GL";"M.J. Augusteijn-Esser";"D66";"2001.11.22";"http://polidocs.nl/XML/MOT/2010844.xml"
"H.J. v.d. Steenhoven";"GL";"J.J. Feenstra";"PvdA";"2001.11.22";"http://polidocs.nl/XML/MOT/2010844.xml"
"H.J. v.d. Steenhoven";"GL";"E. v. Middelkoop";"CU";"2001.11.22";"http://polidocs.nl/XML/MOT/2010844.xml"
"J.A.H. Lonink";"PvdA";"P.R.H.M. v.d. Linden";"CDA";"1990.12.06";"http://polidocs.nl/XML/MOT/1880447.xml"
"D.W. d. Cloe";"PvdA";"R.P. Hummel";"PvdA";"1988.10.20";"http://polidocs.nl/XML/MOT/1895351.xml"
"P. Rosenmöller";"GL";"J.G. d. Hoop Scheffer";"CDA";"1999.09.23";"http://polidocs.nl/XML/MOT/1817990.xml"
"P. Rosenmöller";"GL";"Th.C. d. Graaf";"D66";"1999.09.23";"http://polidocs.nl/XML/MOT/1817990.xml"
"M.A.M. Barth";"PvdA";"E.D.C.M. Lambrechts";"D66";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"M.A.M. Barth";"PvdA";"C.I.J.M. Ross-v. Dorp";"CDA";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"M.A.M. Barth";"PvdA";"B.J. v.d. Vlies";"SGP";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"M.A.M. Barth";"PvdA";"C.G.A. Cornielje";"VVD";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"M.A.M. Barth";"PvdA";"M. Rabbae";"GL";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"M.A.M. Barth";"PvdA";"A.C. Kant";"SP";"2000.06.19";"http://polidocs.nl/XML/MOT/1811628.xml"
"A.C. Kant";"SP";"B.J. v.d. Vlies";"SGP";"1998.12.01";"http://polidocs.nl/XML/MOT/1826340.xml"
"F.W.C. Castricum";"PvdA";"B.M.J. Hennekam";"CDA";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"F.W.C. Castricum";"PvdA";"A. Jorritsma-Lebbink";"VVD";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"F.W.C. Castricum";"PvdA";"P.A. Lankhorst";"PPR";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"F.W.C. Castricum";"PvdA";"H. v. Rossum";"SGP";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"F.W.C. Castricum";"PvdA";"C. Ubels-Veen";"EVP";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"F.W.C. Castricum";"PvdA";"D.K.J. Tommel";"D66";"1984.09.03";"http://polidocs.nl/XML/MOT/1931944.xml"
"D. Duinker";"PvdA";"M.P.A. v. Dam";"PvdA";"1983.02.15";"http://polidocs.nl/XML/MOT/1948908.xml"
"J.L.A. Jansen";"PPR";"A. v.d. Hek";"PvdA";"1980.04.16";"http://polidocs.nl/XML/MOT/1992247.xml"
"J.L.A. Jansen";"PPR";"M.B. Engwirda";"D66";"1980.04.16";"http://polidocs.nl/XML/MOT/1992247.xml"
"J.L.A. Jansen";"PPR";"M. Bakker";"CPN";"1980.04.16";"http://polidocs.nl/XML/MOT/1992247.xml"
"J.L.A. Jansen";"PPR";"A.G. v.d. Spek";"PSP";"1980.04.16";"http://polidocs.nl/XML/MOT/1992247.xml"
"J. v. Walsem";"D66";"E.E. Bolhuis";"PvdA";"2001.12.10";"http://polidocs.nl/XML/MOT/2012107.xml"
"A.C. Kant";"SP";"J.C. Smits";"PvdA";"2006.10.05";"http://polidocs.nl/XML/MOT/5856988.xml"
"A.C. Kant";"SP";"N. Azough";"GL";"2006.10.05";"http://polidocs.nl/XML/MOT/5856988.xml"
"A.G.W.J. Lansink";"CDA";"D.J. Stellingwerf";"RPF";"1996.01.30";"http://polidocs.nl/XML/MOT/1849620.xml"
"A.G.W.J. Lansink";"CDA";"R.J.L. Poppe";"SP";"1996.01.30";"http://polidocs.nl/XML/MOT/1849620.xml"
"A.G.W.J. Lansink";"CDA";"M. Rabbae";"GL";"1996.01.30";"http://polidocs.nl/XML/MOT/1849620.xml"
"C.W.J.M. Roefs";"PvdA";"R.A.C. v. Heugten";"CDA";"2007.11.07";"http://polidocs.nl/XML/MOT/6186641.xml"
"J.C. Verdaas";"PvdA";"B.J. v. Bochove";"CDA";"2005.02.21";"http://polidocs.nl/XML/MOT/2056956.xml"
"M. Peters";"GL";"H. v. Bommel";"SP";"2008.03.12";"http://polidocs.nl/XML/MOT/6328539.xml"
"J.G. d. Hoop Scheffer";"CDA";"P. Rosenmöller";"GL";"2001.04.26";"http://polidocs.nl/XML/MOT/1810342.xml"
"J.G. d. Hoop Scheffer";"CDA";"A. Slob";"CU";"2001.04.26";"http://polidocs.nl/XML/MOT/1810342.xml"
"S.C. Bischoff v. Heemskerck";"D66";"H.J.B. Aarts";"CDA";"1979.11.05";"http://polidocs.nl/XML/MOT/1979088.xml"
"S.C. Bischoff v. Heemskerck";"D66";"J.P. Pronk";"PvdA";"1979.11.05";"http://polidocs.nl/XML/MOT/1979088.xml"
"S.C. Bischoff v. Heemskerck";"D66";"H.P.H. Waalkens";"VVD";"1979.11.05";"http://polidocs.nl/XML/MOT/1979088.xml"
"A.P.W. Melkert";"PvdA";"M. v. Traa";"PvdA";"1987.04.09";"http://polidocs.nl/XML/MOT/1911244.xml"
"A.B.M. Frinking";"CDA";"J.J.P. d. Boer";"CDA";"1989.03.02";"http://polidocs.nl/XML/MOT/1893497.xml"
"C.C.M. Vendrik";"GL";"B.J. v.d. Vlies";"SGP";"2007.11.15";"http://polidocs.nl/XML/MOT/6197327.xml"
"C.C.M. Vendrik";"GL";"A.C. Kant";"SP";"2007.11.15";"http://polidocs.nl/XML/MOT/6197327.xml"
"M.A.M. Wöltgens";"PvdA";"J.L.A. Jansen";"PPR";"1978.12.04";"http://polidocs.nl/XML/MOT/2003022.xml"
"M.A.M. Wöltgens";"PvdA";"M.J. Konings";"PvdA";"1978.12.04";"http://polidocs.nl/XML/MOT/2003022.xml"
"J.P. v. Iersel";"CDA";"F.W. Weisglas";"VVD";"1985.10.28";"http://polidocs.nl/XML/MOT/1914286.xml"
"J.P. v. Iersel";"CDA";"P.R.H.M. v.d. Linden";"CDA";"1985.10.28";"http://polidocs.nl/XML/MOT/1914286.xml"
"J.P. v. Iersel";"CDA";"J.D. Blaauw";"VVD";"1985.10.28";"http://polidocs.nl/XML/MOT/1914286.xml"
"J. v. Leeuwen";"CDA";"J.T. Vellenga";"PvdA";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"J. v. Leeuwen";"CDA";"M.H.M.F. Gardeniers-Berendsen";"CDA";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"J. v. Leeuwen";"CDA";"A.D.W. Tilanus";"CDA";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"J. v. Leeuwen";"CDA";"M.W.M. v. Winkel";"PPR";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"J. v. Leeuwen";"CDA";"A. Kappeyne v.d. Coppello";"VVD";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"J. v. Leeuwen";"CDA";"H. Staneke";"DS70";"1977.02.01";"http://polidocs.nl/XML/MOT/2005533.xml"
"P.M. Blauw";"VVD";"P.R.H.M. v.d. Linden";"CDA";"1985.10.31";"http://polidocs.nl/XML/MOT/1916631.xml"
"W.C.G. Voûte-Droste";"VVD";"J.M. d. Koning";"D66";"1997.03.11";"http://polidocs.nl/XML/MOT/1847796.xml"
"W.C.G. Voûte-Droste";"VVD";"F. v.d. Ploeg";"PvdA";"1997.03.11";"http://polidocs.nl/XML/MOT/1847796.xml"
"S.E.A. Noorman-d. Uyl";"PvdA";"J.T. Hoekema";"D66";"1998.12.17";"http://polidocs.nl/XML/MOT/1824854.xml"
"S.E.A. Noorman-d. Uyl";"PvdA";"R. Luchtenveld";"VVD";"1998.12.17";"http://polidocs.nl/XML/MOT/1824854.xml"
"S.E.A. Noorman-d. Uyl";"PvdA";"M.J.A. v.d. Hoeven";"CDA";"1998.12.17";"http://polidocs.nl/XML/MOT/1824854.xml"
"M.J. Konings";"PvdA";"R.J. Tazelaar";"PvdA";"1985.12.09";"http://polidocs.nl/XML/MOT/1915827.xml"
"N.J. Ginjaar-Maas";"VVD";"J. Franssen";"VVD";"1990.11.07";"http://polidocs.nl/XML/MOT/1882660.xml"
"N.J. Ginjaar-Maas";"VVD";"A. Jorritsma-Lebbink";"VVD";"1990.11.07";"http://polidocs.nl/XML/MOT/1882660.xml"
"A.M.V. Gerkens";"SP";"M.H.P. v. Dam";"PvdA";"2004.03.31";"http://polidocs.nl/XML/MOT/2041978.xml"
"A.M.V. Gerkens";"SP";"C.C.M. Vendrik";"GL";"2004.03.31";"http://polidocs.nl/XML/MOT/2041978.xml"
"A.M.V. Gerkens";"SP";"B.J. v.d. Vlies";"SGP";"2004.03.31";"http://polidocs.nl/XML/MOT/2041978.xml"
"M. Bussemaker";"PvdA";"B.M. d. Vries";"VVD";"2004.11.25";"http://polidocs.nl/XML/MOT/2051391.xml"
"M. Bussemaker";"PvdA";"C.C.M. Vendrik";"GL";"2004.11.25";"http://polidocs.nl/XML/MOT/2051391.xml"
"M. Bussemaker";"PvdA";"A.D. Bakker";"D66";"2004.11.25";"http://polidocs.nl/XML/MOT/2051391.xml"
"M. Bussemaker";"PvdA";"A. Rouvoet";"CU";"2004.11.25";"http://polidocs.nl/XML/MOT/2051391.xml"
"M. Bussemaker";"PvdA";"J.M. Varela";"LPF";"2004.11.25";"http://polidocs.nl/XML/MOT/2051391.xml"
"E.G. Cotterell";"D66";"H. Janmaat-Abee";"CDA";"1982.06.22";"http://polidocs.nl/XML/MOT/1960818.xml"
"F. Koser Kaya";"D66";"C.C.M. Vendrik";"GL";"2007.01.18";"http://polidocs.nl/XML/MOT/5941830.xml"
"F. Koser Kaya";"D66";"A.C. Kant";"SP";"2007.01.18";"http://polidocs.nl/XML/MOT/5941830.xml"
"J.G.C. Wiebenga";"VVD";"E.C.M. Jurgens";"PvdA";"1991.10.31";"http://polidocs.nl/XML/MOT/1876284.xml"
"J.G.C. Wiebenga";"VVD";"G.J. Wolffensperger";"D66";"1991.10.31";"http://polidocs.nl/XML/MOT/1876284.xml"
"S.A.M. Dijksma";"PvdA";"P.H. Hofstra";"VVD";"2004.11.24";"http://polidocs.nl/XML/MOT/2051855.xml"
"H.P.A. Nawijn";"LPF";"B.J. Eerdmans";"LPF";"2003.09.30";"http://polidocs.nl/XML/MOT/2032739.xml"
"H.E. Waalkens";"PvdA";"J.F. Snijder-Hazelhoff";"VVD";"2004.02.19";"http://polidocs.nl/XML/MOT/2041573.xml"
"H.E. Waalkens";"PvdA";"K. v. Velzen";"SP";"2004.02.19";"http://polidocs.nl/XML/MOT/2041573.xml"
"H.E. Waalkens";"PvdA";"W. v.d. Brink";"LPF";"2004.02.19";"http://polidocs.nl/XML/MOT/2041573.xml"
"H.E. Waalkens";"PvdA";"B. v.d. Ham";"D66";"2004.02.19";"http://polidocs.nl/XML/MOT/2041573.xml"
"H.E. Waalkens";"PvdA";"M.B. Vos";"GL";"2004.02.19";"http://polidocs.nl/XML/MOT/2041573.xml"
"A. Rouvoet";"RPF";"B.J. v.d. Vlies";"SGP";"1996.06.25";"http://polidocs.nl/XML/MOT/1848296.xml"
"J.G. Nagel";"PvdA";"E. v.d. Bergh";"PvdA";"1981.04.14";"http://polidocs.nl/XML/MOT/1965562.xml"
"J.G. Nagel";"PvdA";"F.J.F. Uijen";"PvdA";"1981.04.14";"http://polidocs.nl/XML/MOT/1965562.xml"
"J.G. Nagel";"PvdA";"J.H. Zoon";"PvdA";"1981.04.14";"http://polidocs.nl/XML/MOT/1965562.xml"
"J.G. Nagel";"PvdA";"A. v. Veldhuizen";"PvdA";"1981.04.14";"http://polidocs.nl/XML/MOT/1965562.xml"
"J.S. Huys";"PvdA";"D. Eisma";"D66";"1986.12.15";"http://polidocs.nl/XML/MOT/2002275.xml"
"F. Koser Kaya";"D66";"M. Bussemaker";"PvdA";"2006.10.26";"http://polidocs.nl/XML/MOT/5878353.xml"
"F. Koser Kaya";"D66";"W. v. Gent";"GL";"2006.10.26";"http://polidocs.nl/XML/MOT/5878353.xml"
"D.J. Stellingwerf";"RPF";"J.T. v.d. Berg";"SGP";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"E. v. Middelkoop";"GPV";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"A.Th. Duivesteijn";"PvdA";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"M.J. Augusteijn-Esser";"D66";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"M.B. Vos";"GL";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"R.J.L. Poppe";"SP";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"D.J. Stellingwerf";"RPF";"E.G. Aiking-v. Wageningen";"GrNij";"1997.12.02";"http://polidocs.nl/XML/MOT/1833007.xml"
"W.R.C. Sterk";"CDA";"S. Bouchibti";"PvdA";"2007.07.05";"http://polidocs.nl/XML/MOT/6085268.xml"
"K. Arib";"PvdA";"A. Rouvoet";"CU";"2004.10.28";"http://polidocs.nl/XML/MOT/2048766.xml"
"K. Arib";"PvdA";"E.H. Tonkens";"GL";"2004.10.28";"http://polidocs.nl/XML/MOT/2048766.xml"
"K. Arib";"PvdA";"H.P.A. Nawijn";"LPF";"2004.10.28";"http://polidocs.nl/XML/MOT/2048766.xml"
"F.J.M. Crone";"PvdA";"J.W. Remkes";"VVD";"1996.02.13";"http://polidocs.nl/XML/MOT/1877439.xml"
"F.J.M. Crone";"PvdA";"J.A. Jorritsma-v. Oosten";"D66";"1996.02.13";"http://polidocs.nl/XML/MOT/1877439.xml"
"G. v. Leijenhorst";"CDA";"N.J. Ginjaar-Maas";"VVD";"1981.03.30";"http://polidocs.nl/XML/MOT/1963410.xml"
"K. Douma";"PvdA";"J.A.W.J. Leerdam";"PvdA";"2006.02.16";"http://polidocs.nl/XML/MOT/5701110.xml"
"T.O. Fierens";"PvdA";"H. v. Bommel";"SP";"2003.11.17";"http://polidocs.nl/XML/MOT/2035926.xml"
"T.O. Fierens";"PvdA";"C.G. v.d. Staaij";"SGP";"2003.11.17";"http://polidocs.nl/XML/MOT/2035926.xml"
"T.O. Fierens";"PvdA";"J.C. Huizinga-Heringa";"CU";"2003.11.17";"http://polidocs.nl/XML/MOT/2035926.xml"
"T.O. Fierens";"PvdA";"F. Karimi";"GL";"2003.11.17";"http://polidocs.nl/XML/MOT/2035926.xml"
"B.J. v.d. Vlies";"SGP";"C. Hermann";"GL";"2001.10.08";"http://polidocs.nl/XML/MOT/2008712.xml"
"B.J. v.d. Vlies";"SGP";"A.C. Kant";"SP";"2001.10.08";"http://polidocs.nl/XML/MOT/2008712.xml"
"B.J. v.d. Vlies";"SGP";"A. Rouvoet";"CU";"2001.10.08";"http://polidocs.nl/XML/MOT/2008712.xml"
"W.C.G. Voûte-Droste";"VVD";"J.M. d. Koning";"D66";"1997.03.11";"http://polidocs.nl/XML/MOT/1847814.xml"
"W.C.G. Voûte-Droste";"VVD";"F. v.d. Ploeg";"PvdA";"1997.03.11";"http://polidocs.nl/XML/MOT/1847814.xml"
"J.D. Blaauw";"VVD";"R. v. Gijzel";"PvdA";"1996.12.11";"http://polidocs.nl/XML/MOT/1845392.xml"
"J.D. Blaauw";"VVD";"M. Beinema";"CDA";"1996.12.11";"http://polidocs.nl/XML/MOT/1845392.xml"
"J.D. Blaauw";"VVD";"N.G. v.'t Riet";"D66";"1996.12.11";"http://polidocs.nl/XML/MOT/1845392.xml"
"J. Nijland";"CDA";"A.H. Korthals";"VVD";"1985.05.15";"http://polidocs.nl/XML/MOT/1924022.xml"
"A. Pechtold";"D66";"N. Azough";"GL";"2007.12.13";"http://polidocs.nl/XML/MOT/6224451.xml"
"W.J. Willems";"GL";"A.J. Schimmel";"D66";"1990.02.14";"http://polidocs.nl/XML/MOT/1888386.xml"
"W.J. Willems";"GL";"E. v. Middelkoop";"GPV";"1990.02.14";"http://polidocs.nl/XML/MOT/1888386.xml"
"S.A. Blok";"VVD";"G.P. v. As";"LPF";"2006.06.28";"http://polidocs.nl/XML/MOT/5796013.xml"
"S.A. Blok";"VVD";"F.J.F.M. d. Nerée t. Babberich";"CDA";"2006.06.28";"http://polidocs.nl/XML/MOT/5796013.xml"
"S.A. Blok";"VVD";"A.D. Bakker";"D66";"2006.06.28";"http://polidocs.nl/XML/MOT/5796013.xml"
"J.C.Th. v.d. Doef";"PvdA";"W.A.F.G. Vermeend";"PvdA";"1984.09.20";"http://polidocs.nl/XML/MOT/1927372.xml"
"E. Nypels";"D66";"J.G.M. Alders";"PvdA";"1986.03.05";"http://polidocs.nl/XML/MOT/1918879.xml"
"M.P.A. v. Dam";"PvdA";"M.A. Müller-v. Ast";"PvdA";"1978.02.22";"http://polidocs.nl/XML/MOT/1993939.xml"
"M.P.A. v. Dam";"PvdA";"H. d. Hamer";"PvdA";"1978.02.22";"http://polidocs.nl/XML/MOT/1993939.xml"
"J.J. Sylvester";"PvdA";"A.A.G.M. v. Raak";"SP";"2006.06.20";"http://polidocs.nl/XML/MOT/5813532.xml"
"J.J. Sylvester";"PvdA";"G. v.d. Berg";"SGP";"2006.06.20";"http://polidocs.nl/XML/MOT/5813532.xml"
"J.J. Sylvester";"PvdA";"A.G. Schouw";"D66";"2006.06.20";"http://polidocs.nl/XML/MOT/5813532.xml"
"J.J. Sylvester";"PvdA";"J.J.M. v.d. Lans";"GL";"2006.06.20";"http://polidocs.nl/XML/MOT/5813532.xml"
"J.J. Sylvester";"PvdA";"E. v. Thijn";"PvdA";"2006.06.20";"http://polidocs.nl/XML/MOT/5813532.xml"
"F. Vergeer";"SP";"J. v. Nieuwenhoven";"PvdA";"2004.07.01";"http://polidocs.nl/XML/MOT/2046822.xml"
"F. Vergeer";"SP";"M. Kraneveldt";"LPF";"2004.07.01";"http://polidocs.nl/XML/MOT/2046822.xml"
"F. Vergeer";"SP";"F. Halsema";"GL";"2004.07.01";"http://polidocs.nl/XML/MOT/2046822.xml"
"G. v. Leijenhorst";"CDA";"W.J. Deetman";"CDA";"1978.12.20";"http://polidocs.nl/XML/MOT/1988492.xml"
"G. v. Leijenhorst";"CDA";"M.A.H. Andela-Baur";"CDA";"1978.12.20";"http://polidocs.nl/XML/MOT/1988492.xml"
"K. v. Velzen";"SP";"D. Jense";"LN";"2002.06.27";"http://polidocs.nl/XML/MOT/2018939.xml"
"K. v. Velzen";"SP";"B. v.d. Ham";"D66";"2002.06.27";"http://polidocs.nl/XML/MOT/2018939.xml"
"K. v. Velzen";"SP";"F.J.M. Crone";"PvdA";"2002.06.27";"http://polidocs.nl/XML/MOT/2018939.xml"
"A.C. v. Es";"PSP";"E. t. Veld";"PvdA";"1982.03.09";"http://polidocs.nl/XML/MOT/1957414.xml"
"A.C. v. Es";"PSP";"L.S. Groenman";"D66";"1982.03.09";"http://polidocs.nl/XML/MOT/1957414.xml"
"A.C. v. Es";"PSP";"M.B.C. Beckers-d. Bruijn";"PPR";"1982.03.09";"http://polidocs.nl/XML/MOT/1957414.xml"
"M.M. v. Zuijlen";"PvdA";"W.C.G. Voûte-Droste";"VVD";"1998.10.15";"http://polidocs.nl/XML/MOT/1827807.xml"
"J.H. Vrijlandt-Krijnen";"VVD";"A.G.W.J. Lansink";"CDA";"1979.11.08";"http://polidocs.nl/XML/MOT/1976996.xml"
"J.H. Vrijlandt-Krijnen";"VVD";"D.J.D. Dees";"VVD";"1979.11.08";"http://polidocs.nl/XML/MOT/1976996.xml"
"F. Halsema";"GL";"B.O. Dittrich";"D66";"2002.02.07";"http://polidocs.nl/XML/MOT/2015152.xml"
"F. Halsema";"GL";"J.M.A.M. d. Wit";"SP";"2002.02.07";"http://polidocs.nl/XML/MOT/2015152.xml"
"A.M.V. Gerkens";"SP";"W. v. Gent";"GL";"2005.12.07";"http://polidocs.nl/XML/MOT/5641638.xml"
"Th.A.M. Meijer";"CDA";"P.K. t. Veer";"D66";"2001.02.08";"http://polidocs.nl/XML/MOT/1804464.xml"
